# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
1109.6000 MA212 1000 20 49.6000 beacon10 c104 29 N beacon10->c172->c15->c28->c201->c178->beacon21->c63->c130->c138->c101->c21->c171->c16->c186->c96->c76->c22->c89->c131->c104
1110.8000 MA207 1000 7 75.8000 beacon54 c162 28 N beacon54->c163->c143->c59->c135->c43->c77->c162
1111.6000 MA165 1000 11 286.6000 beacon54 c95 25 N beacon54->c33->c134->c181->c38->c46->c80->c55->c197->c26->c158->c95
1112.9000 MA200 1000 20 112.9000 beacon54 c121 28 N beacon54->c206->c29->c135->c102->c34->c23->c74->c94->c60->c197->c27->c201->c178->c46->c140->c56->c200->c38->c146->c121
1113.2000 MA203 1000 12 98.2000 beacon98 c185 28 N beacon98->c200->c159->c49->c133->c54->c150->c168->c103->c36->c209->beacon32->c185
1120.5000 MA208 1000 29 80.5000 beacon65 c89 28 N beacon65->c202->c166->c82->c70->c121->c184->c190->c164->c177->c45->c91->c24->c193->beacon10->c199->c110->c130->c86->c15->c152->c11->c26->c75->c18->c76->c97->c123->c118->c89
1133.4000 MA216 1000 10 53.4000 beacon87 c75 29 N beacon87->c17->c56->beacon76->c63->c21->c11->c130->c152->c37->c75
1137.0000 MA218 1000 16 47.0000 beacon87 c119 29 N beacon87->c17->c56->beacon76->c63->c21->c11->c130->c152->c86->c167->c106->c76->c18->c123->c26->c119
1144.1000 MA201 1000 22 139.1000 beacon98 c43 27 N beacon98->c24->c159->c49->c146->beacon10->c133->c94->c16->c155->c127->c203->c161->c96->c57->beacon21->c131->c196->c26->c20->c34->c41->c43
1145.8000 MA210 1000 16 95.8000 beacon65 c132 28 N beacon65->c166->c82->c70->c121->c184->c190->c164->c177->c45->c91->c24->c193->beacon10->c199->c56->c132
1146.4000 MA190 1000 7 196.4000 beacon87 c82 26 N beacon87->c93->c155->c203->c142->c172->c45->c82
1147.2000 MA199 1000 20 152.2000 beacon98 c120 27 N beacon98->c24->c81->beacon10->c133->c94->c16->c155->c127->c203->c161->c96->c57->beacon21->c131->c196->c26->c20->c34->c41->c120
1150.1000 MA214 1000 3 80.1000 beacon10 c149 28 N beacon10->c52->c73->c149
1151.0000 MA197 1000 9 166.0000 beacon87 c173 27 N beacon87->c93->c155->c203->c57->beacon21->c131->c74->c60->c173
1152.8000 MA222 1000 11 42.8000 beacon98 c147 29 N beacon98->c167->c106->c76->c18->c123->c26->c199->c119->c208->c59->c147
1156.3000 MA221 1000 15 51.3000 beacon10 c58 29 N beacon10->c167->c56->c12->c200->c193->beacon98->c199->c130->c86->c15->c37->c171->c20->c102->c58
1165.8000 MA227 1000 3 30.8000 beacon98 c37 29 N beacon98->c193->c21->c37
1169.7000 MA228 1000 7 29.7000 beacon10 c47 29 N beacon10->c141->c79->c38->c72->c83->c54->c47
1175.6000 MA220 1000 8 75.6000 beacon65 c148 28 N beacon65->c58->c138->c74->c20->c89->c195->c136->c148
1184.8000 MA226 1000 16 54.8000 beacon87 c97 29 N beacon87->c132->beacon76->c63->c27->c201->c194->c176->beacon21->c46->c12->c33->c145->c205->c191->c18->c97
1199.8000 MA209 1000 5 154.8000 beacon21 c68 27 N beacon21->c40->c25->c165->c62->c68
1204.9000 MA231 1000 14 49.9000 beacon43 c42 29 N beacon43->c31->c114->c103->c159->c179->c35->c51->c22->c12->c205->c191->c133->c140->c42
1208.0000 MA188 1000 5 268.0000 beacon87 c85 25 N beacon87->c127->c25->c11->c28->c85
1213.7000 MA240 1000 7 13.7000 beacon98 c11 29 N beacon98->c37->c34->c203->c204->c195->c33->c11
1219.0000 MA223 1000 20 104.0000 beacon54 c110 28 N beacon54->c170->c99->c104->c202->c35->c159->c51->c123->c34->beacon21->c141->c136->c46->c27->c195->c132->c13->c83->c80->c110
1221.6000 MA219 1000 15 126.6000 beacon76 c127 27 N beacon76->c46->c140->c56->c167->c130->c11->c86->c37->c75->c106->c171->c20->c102->c178->c127
1226.4000 MA234 1000 17 56.4000 beacon98 c84 29 N beacon98->c42->c119->c61->c208->c17->c207->c123->beacon21->c170->c163->c58->c145->c168->c159->c108->beacon32->c84
1229.4000 MA244 1000 3 9.4000 beacon32 c121 29 N beacon32->c99->c209->c121
1230.4000 MA246 1000 3 0.4000 beacon76 c63 29 N beacon76->c11->c203->c63
1245.0000 MA241 1000 16 40.0000 beacon98 c164 29 N beacon98->c37->c34->c203->c204->c195->c33->c123->c27->c168->c148->beacon21->c194->c133->c205->c96->c164
1266.7000 MA245 1000 4 41.7000 beacon87 c168 29 N beacon87->c196->c15->c33->c168
1268.0000 MA225 1000 14 143.0000 beacon21 c101 27 N beacon21->c148->c199->c76->c26->c123->c118->c205->c119->c204->c104->c99->c88->c158->c101
1270.1000 MA254 1000 1 0.1000 beacon10 c79 29 N beacon10->c79
1272.0000 MA237 1000 14 87.0000 beacon32 c105 28 N beacon32->c53->c155->c114->c65->c167->c69->c106->c150->c36->c199->c13->beacon76->c204->c105
1279.1000 MA243 1000 19 64.1000 beacon10 c157 28 N beacon10->c119->c21->c149->c142->c208->beacon98->c37->c34->c177->c203->c63->c11->c27->c168->c148->beacon21->c194->c133->c157
1279.1000 MA238 1000 18 89.1000 beacon43 c38 28 N beacon43->c157->c131->c167->c36->c106->c69->c179->c150->c175->c51->c148->c17->c194->c162->c81->beacon21->c22->c38
1285.1000 MA236 1000 25 105.1000 beacon43 c158 28 N beacon43->c131->c167->c36->c106->c69->c179->c150->c175->c51->c148->c17->c194->c162->c81->c177->c74->c168->c154->c136->c37->beacon65->c184->c23->c24->c158
1290.4000 MA230 1000 7 140.4000 beacon87 c75 27 N beacon87->c132->beacon76->c11->c71->c17->c86->c75
1292.3000 MA229 1000 13 147.3000 beacon54 c26 27 N beacon54->c90->c143->c89->c197->c178->c94->c194->c51->c17->c106->c69->c65->c26
1292.7000 MA211 1000 11 237.7000 beacon32 c190 26 N beacon32->c209->c103->c168->c150->c204->c205->c96->c123->c88->c165->c190
1295.2000 MA187 1000 16 360.2000 beacon54 c169 23 N beacon54->c139->c33->c134->c181->c38->c89->c46->c165->c157->c86->beacon21->c161->c96->c142->c132->c169
1313.5000 MA242 1000 19 103.5000 beacon87 c92 28 N beacon87->c196->c15->c33->beacon76->c13->c94->c136->c197->beacon21->c178->c51->c106->c83->c103->c53->c70->c42->c95->c92
1317.3000 MA256 1000 14 37.3000 beacon21 c18 29 N beacon21->c178->c51->c106->c150->c164->c20->c55->c152->c17->c11->c155->c203->c179->c18
1322.4000 MA224 1000 18 202.4000 beacon65 c128 26 N beacon65->c70->c76->c66->c171->c74->c141->c42->c205->c133->c194->beacon21->c148->c51->c36->c97->c10->c198->c128
1327.1000 MA255 1000 9 52.1000 beacon21 c186 29 N beacon21->c178->c98->beacon98->c180->c149->c73->c47->c208->c186
1328.6000 MA252 1000 4 68.6000 beacon21 c104 28 N beacon21->c199->c22->c38->c104
1334.1000 MA257 1000 8 49.1000 beacon43 c160 29 N beacon43->c133->c111->c83->c147->c140->c194->c97->c160
1334.7000 MA259 1000 7 39.7000 beacon54 c117 29 N beacon54->c10->c135->c92->c75->c49->c60->c117
1335.9000 MA232 1000 10 175.9000 beacon32 c102 27 N beacon32->c69->c209->c150->c99->c103->c159->c18->c58->c10->c102
1340.0000 MA251 1000 10 85.0000 beacon54 c68 28 N beacon54->c43->c124->c32->c194->c157->c17->c148->c47->c180->c68
